,created_at,favorite_count,full_text,location,quote_count,reply_count,retweet_count,username,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,polarity_score,polarity
10,2025-02-26 23:15:45+00:00,0,Entah mu jadi apa negara Indonesia ini gak heran org pengen #KaburAjaDulu *smg ada jalan nya :),Plat D ,0,0,0,youdhi1201,Entah mu jadi apa negara Indonesia ini gak heran org pengen  smg ada jalan nya,entah mu jadi apa negara indonesia ini gak heran org pengen  smg ada jalan nya,entah mu jadi apa negara indonesia ini gak heran org pengen smg ada jalan nya,"['entah', 'mu', 'jadi', 'apa', 'negara', 'indonesia', 'ini', 'gak', 'heran', 'org', 'pengen', 'smg', 'ada', 'jalan', 'nya']","['mu', 'negara', 'indonesia', 'heran', 'org', 'pengen', 'smg', 'jalan']",mu negara indonesia heran org pengen smg jalan,2,positive
11,2025-02-26 23:11:47+00:00,58,PT SRITEX AKHIRNYA MEM PHK KARYAWANNYA. Sebanyak 6.600 org akan di rumahkan. Pengangguran merajalela. Apa pemerintah punya solusinya ? Janji2 palsu kaya mulyono ternyata #kaburajadulu #selamatkanindonesia #negaradagelan https://t.co/cm3T1Zf7Bc,"Indiana, USA",3,8,26,blackshark7890,PT SRITEX AKHIRNYA MEM PHK KARYAWANNYA Sebanyak  org akan di rumahkan Pengangguran merajalela Apa pemerintah punya solusinya  Janji palsu kaya mulyono ternyata,pt sritex akhirnya mem phk karyawannya sebanyak  org akan di rumahkan pengangguran merajalela apa pemerintah punya solusinya  janji palsu kaya mulyono ternyata,pt sritex akhirnya mem phk karyawannya sebanyak org akan di rumahkan pengangguran merajalela apa pemerintah punya solusinya janji palsu kaya mulyono ternyata,"['pt', 'sritex', 'akhirnya', 'mem', 'phk', 'karyawannya', 'sebanyak', 'org', 'akan', 'di', 'rumahkan', 'pengangguran', 'merajalela', 'apa', 'pemerintah', 'punya', 'solusinya', 'janji', 'palsu', 'kaya', 'mulyono', 'ternyata']","['pt', 'sritex', 'mem', 'phk', 'karyawannya', 'org', 'rumahkan', 'pengangguran', 'merajalela', 'pemerintah', 'solusinya', 'janji', 'palsu', 'kaya', 'mulyono']",pt sritex mem phk karyawannya org rumahkan pengangguran merajalela pemerintah solusinya janji palsu kaya mulyono,-5,negative
12,2025-02-26 23:03:08+00:00,0,@NenkMonica Dia Kabur lebih dulu #KaburAjaDulu,,0,0,0,RossiOci195906,Dia Kabur lebih dulu,dia kabur lebih dulu,dia kabur lebih dulu,"['dia', 'kabur', 'lebih', 'dulu']",['kabur'],kabur,-2,negative
13,2025-02-26 23:02:58+00:00,0,@sociotalker Kek gini ngehina #KaburAjaDulu . Ini lah nasionalisme yg dimaksud si telo,,0,0,0,fiberoptic30D,Kek gini ngehina   Ini lah nasionalisme yg dimaksud si telo,kek gini ngehina   ini lah nasionalisme yg dimaksud si telo,seperti gini ngehina ini lah nasionalisme yang dimaksud si telo,"['seperti', 'gini', 'ngehina', 'ini', 'lah', 'nasionalisme', 'yang', 'dimaksud', 'si', 'telo']","['gini', 'ngehina', 'nasionalisme', 'si', 'telo']",gini ngehina nasionalisme si telo,0,positive
14,2025-02-26 23:00:37+00:00,0,@tasaralesya Maaf kak sekedar mengingatkan merekalah yang direstui Allah spt Allah mengizinkan israel genocide gaza u disuruh sabar aja ktNya or #KaburAjaDulu,"Jakarta Selatan, DKI Jakarta",0,0,0,okinedition,Maaf kak sekedar mengingatkan merekalah yang direstui Allah spt Allah mengizinkan israel genocide gaza u disuruh sabar aja ktNya or,maaf kak sekedar mengingatkan merekalah yang direstui allah spt allah mengizinkan israel genocide gaza u disuruh sabar aja ktnya or,maaf kak sekedar mengingatkan merekalah yang direstui allah seperti allah mengizinkan israel genocide gaza kamu disuruh sabar saja ktnya or,"['maaf', 'kak', 'sekedar', 'mengingatkan', 'merekalah', 'yang', 'direstui', 'allah', 'seperti', 'allah', 'mengizinkan', 'israel', 'genocide', 'gaza', 'kamu', 'disuruh', 'sabar', 'saja', 'ktnya', 'or']","['maaf', 'kak', 'sekedar', 'direstui', 'allah', 'allah', 'mengizinkan', 'israel', 'genocide', 'gaza', 'disuruh', 'sabar', 'ktnya']",maaf kak sekedar direstui allah allah mengizinkan israel genocide gaza disuruh sabar ktnya,15,positive
15,2025-02-26 22:57:18+00:00,0,Gara-gara Tren KaburAjaDulu Duta Besar Jepang Masaki Yasushi Siap Tampung Tenaga Kerja Indonesia di Jepang #KaburAjaDulu https://t.co/75reAzBvA3,"Bandung, Jawa Barat",0,0,0,ApaWe_blabla,Garagara Tren KaburAjaDulu Duta Besar Jepang Masaki Yasushi Siap Tampung Tenaga Kerja Indonesia di Jepang,garagara tren kaburajadulu duta besar jepang masaki yasushi siap tampung tenaga kerja indonesia di jepang,garagara trend kaburajadulu duta besar jepang masaki yasushi siap tampung tenaga kerja indonesia di jepang,"['garagara', 'trend', 'kaburajadulu', 'duta', 'besar', 'jepang', 'masaki', 'yasushi', 'siap', 'tampung', 'tenaga', 'kerja', 'indonesia', 'di', 'jepang']","['garagara', 'trend', 'kaburajadulu', 'duta', 'jepang', 'masaki', 'yasushi', 'tampung', 'tenaga', 'kerja', 'indonesia', 'jepang']",garagara trend kaburajadulu duta jepang masaki yasushi tampung tenaga kerja indonesia jepang,5,positive
16,2025-02-26 22:48:00+00:00,0,@Heseeungn @kongjiruo Saatnya apa? #KaburAjaDulu,Up-Next: #LovesAmbition! 🎬,0,1,0,zhaoroosy,Saatnya apa,saatnya apa,saatnya apa,"['saatnya', 'apa']",[],,0,positive
17,2025-02-26 22:46:49+00:00,0,@Dandhy_Laksono Ini salah satu sebab munculnya #KaburAjaDulu,"Bali,Bumi,Bimasakti.",0,0,0,onetburton,Laksono Ini salah satu sebab munculnya,laksono ini salah satu sebab munculnya,laksono ini salah satu sebab munculnya,"['laksono', 'ini', 'salah', 'satu', 'sebab', 'munculnya']","['laksono', 'salah', 'munculnya']",laksono salah munculnya,-4,negative
18,2025-02-26 22:45:22+00:00,0,@fiorevver Gak kabur lah. Tapi #KaburAjaDulu gak papa,Mahameru Danu,0,1,0,rightueos,Gak kabur lah Tapi  gak papa,gak kabur lah tapi  gak papa,gak kabur lah tapi gak papa,"['gak', 'kabur', 'lah', 'tapi', 'gak', 'papa']","['kabur', 'papa']",kabur papa,-2,negative
19,2025-02-26 22:22:38+00:00,0,udah kosong kali ah negara kita kalau 5 tahun kedepan soalnya semua pada #KaburAjaDulu WKWKW,tks&fwb.,0,0,0,13__twt,udah kosong kali ah negara kita kalau  tahun kedepan soalnya semua pada  WKWKW,udah kosong kali ah negara kita kalau  tahun kedepan soalnya semua pada  wkwkw,sudah kosong kali ah negara kita kalau tahun kedepan soalnya semua pada wkwkw,"['sudah', 'kosong', 'kali', 'ah', 'negara', 'kita', 'kalau', 'tahun', 'kedepan', 'soalnya', 'semua', 'pada', 'wkwkw']","['kosong', 'kali', 'ah', 'negara', 'kedepan', 'wkwkw']",kosong kali ah negara kedepan wkwkw,-4,negative
20,2025-02-26 22:21:21+00:00,0,@pertamina Pertamina gaakan klarifikasi ??? Tutup aja perusahaan . Ganti milik luar . Buat apa cinta produk dalam negeri kalau ujungnya di bohongi. #KaburAjaDulu,"Bandung, Jawa Barat, Indonesia",0,0,0,mmunirm3,Pertamina gaakan klarifikasi  Tutup aja perusahaan  Ganti milik luar  Buat apa cinta produk dalam negeri kalau ujungnya di bohongi,pertamina gaakan klarifikasi  tutup aja perusahaan  ganti milik luar  buat apa cinta produk dalam negeri kalau ujungnya di bohongi,pertamina gaakan klarifikasi tutup saja perusahaan ganti milik luar buat apa cinta produk dalam negeri kalau ujungnya di bohongi,"['pertamina', 'gaakan', 'klarifikasi', 'tutup', 'saja', 'perusahaan', 'ganti', 'milik', 'luar', 'buat', 'apa', 'cinta', 'produk', 'dalam', 'negeri', 'kalau', 'ujungnya', 'di', 'bohongi']","['pertamina', 'gaakan', 'klarifikasi', 'tutup', 'perusahaan', 'ganti', 'milik', 'cinta', 'produk', 'negeri', 'ujungnya', 'bohongi']",pertamina gaakan klarifikasi tutup perusahaan ganti milik cinta produk negeri ujungnya bohongi,5,positive
21,2025-02-26 22:18:36+00:00,0,Cewek Indonesia mirip botol Yakult #KaburAjaDulu cari cewek LN #IndonesiaPendek #IndonesiaGelap2025 #IndonesiaYakult https://t.co/SQvXkvDRRu,"Kota Baru, Indonesia",0,0,0,AKAnkRed,Cewek Indonesia mirip botol Yakult  cari cewek LN,cewek indonesia mirip botol yakult  cari cewek ln,cewek indonesia mirip botol yakult cari cewek ln,"['cewek', 'indonesia', 'mirip', 'botol', 'yakult', 'cari', 'cewek', 'ln']","['cewek', 'indonesia', 'botol', 'yakult', 'cari', 'cewek', 'ln']",cewek indonesia botol yakult cari cewek ln,-3,negative
22,2025-02-26 21:47:19+00:00,0,skyy :(( #kaburajadulu sana sama gem ,🇮🇩🇹🇭,0,0,0,sayiminas,skyy   sana sama gem,skyy   sana sama gem,skyy sana sama gem,"['skyy', 'sana', 'sama', 'gem']","['skyy', 'gem']",skyy gem,0,positive
23,2025-02-26 21:29:09+00:00,29,Semoga tagar kabur aja dulu bisa menjadi solusi para pencari kerja. #KaburAjaDulu https://t.co/mc4aM3OkxC,,1,8,14,Bambangmulyonoo,Semoga tagar kabur aja dulu bisa menjadi solusi para pencari kerja,semoga tagar kabur aja dulu bisa menjadi solusi para pencari kerja,semoga tagar kabur saja dulu bisa menjadi solusi para pencari kerja,"['semoga', 'tagar', 'kabur', 'saja', 'dulu', 'bisa', 'menjadi', 'solusi', 'para', 'pencari', 'kerja']","['semoga', 'tagar', 'kabur', 'solusi', 'pencari', 'kerja']",semoga tagar kabur solusi pencari kerja,0,positive
24,2025-02-26 21:17:51+00:00,0,Loalah investornya #KaburAjaDulu,,0,0,0,lolixgiggle,Loalah investornya,loalah investornya,loalah investornya,"['loalah', 'investornya']","['loalah', 'investornya']",loalah investornya,0,positive
25,2025-02-26 21:17:05+00:00,0,@kangmas_adj @Asura0599 Coba kalau lancar yang rame #KaburAjaDulu bakal kakeknya,,0,0,0,orokdjin37,adj  Coba kalau lancar yang rame  bakal kakeknya,adj  coba kalau lancar yang rame  bakal kakeknya,adj coba kalau lancar yang ramai bakal kakeknya,"['adj', 'coba', 'kalau', 'lancar', 'yang', 'ramai', 'bakal', 'kakeknya']","['adj', 'coba', 'lancar', 'ramai', 'kakeknya']",adj coba lancar ramai kakeknya,1,positive
26,2025-02-26 21:16:20+00:00,0,Ternyata jadi orang baik itu capek banget Mo beli Pertamax buat bayar hutang negara ternyata dikorupsi juga Abis tu koruptornya dibebasin lagi #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaBubar2025,"Kota Baru, Indonesia",0,0,0,AKAnkRed,Ternyata jadi orang baik itu capek banget Mo beli Pertamax buat bayar hutang negara ternyata dikorupsi juga Abis tu koruptornya dibebasin lagi,ternyata jadi orang baik itu capek banget mo beli pertamax buat bayar hutang negara ternyata dikorupsi juga abis tu koruptornya dibebasin lagi,ternyata jadi orang baik itu capek banget mau beli pertamax buat bayar hutang negara ternyata dikorupsi juga habis tu koruptornya dibebasin lagi,"['ternyata', 'jadi', 'orang', 'baik', 'itu', 'capek', 'banget', 'mau', 'beli', 'pertamax', 'buat', 'bayar', 'hutang', 'negara', 'ternyata', 'dikorupsi', 'juga', 'habis', 'tu', 'koruptornya', 'dibebasin', 'lagi']","['orang', 'capek', 'banget', 'beli', 'pertamax', 'bayar', 'hutang', 'negara', 'dikorupsi', 'habis', 'tu', 'koruptornya', 'dibebasin']",orang capek banget beli pertamax bayar hutang negara dikorupsi habis tu koruptornya dibebasin,-7,negative
27,2025-02-26 20:21:16+00:00,0,baru selesai koas baru buka x udah hadepin tagar #KaburAjaDulu,,0,0,0,karinks12,baru selesai koas baru buka x udah hadepin tagar,baru selesai koas baru buka x udah hadepin tagar,baru selesai koas baru buka x sudah hadepin tagar,"['baru', 'selesai', 'koas', 'baru', 'buka', 'x', 'sudah', 'hadepin', 'tagar']","['selesai', 'koas', 'buka', 'x', 'hadepin', 'tagar']",selesai koas buka x hadepin tagar,-5,negative
28,2025-02-26 19:51:59+00:00,0,@tanyarlfes #KaburAjaDulu ke yordania daripada jadi tahanan di negara sendiri kayak seseorang dulu ya ?,lahan sengketa,0,0,0,bu_yuik,ke yordania daripada jadi tahanan di negara sendiri kayak seseorang dulu ya,ke yordania daripada jadi tahanan di negara sendiri kayak seseorang dulu ya,ke yordania daripada jadi tahanan di negara sendiri kayak seseorang dulu iya,"['ke', 'yordania', 'daripada', 'jadi', 'tahanan', 'di', 'negara', 'sendiri', 'kayak', 'seseorang', 'dulu', 'iya']","['yordania', 'tahanan', 'negara', 'kayak']",yordania tahanan negara kayak,-3,negative
29,2025-02-26 19:34:41+00:00,0,Semua sektor boss ekonomi-sosial-politik? Tanpa terkecuali semua ancur-ancuran. Pada akhirnya #IndonesiaGelap mengakumulasi semua kemarahan. Nggak salah kalau #KaburAjaDulu jadi ide yg muncul krn pesimis sama persoalan yg seolah nggak ada abisnya ini.,Jekardah,0,0,1,rakaakbrr,Semua sektor boss ekonomisosialpolitik Tanpa terkecuali semua ancurancuran Pada akhirnya  mengakumulasi semua kemarahan Nggak salah kalau  jadi ide yg muncul krn pesimis sama persoalan yg seolah nggak ada abisnya ini,semua sektor boss ekonomisosialpolitik tanpa terkecuali semua ancurancuran pada akhirnya  mengakumulasi semua kemarahan nggak salah kalau  jadi ide yg muncul krn pesimis sama persoalan yg seolah nggak ada abisnya ini,semua sektor boss ekonomisosialpolitik tanpa terkecuali semua ancurancuran pada akhirnya mengakumulasi semua kemarahan tidak salah kalau jadi ide yang muncul karena pesimis sama persoalan yang seolah tidak ada abisnya ini,"['semua', 'sektor', 'boss', 'ekonomisosialpolitik', 'tanpa', 'terkecuali', 'semua', 'ancurancuran', 'pada', 'akhirnya', 'mengakumulasi', 'semua', 'kemarahan', 'tidak', 'salah', 'kalau', 'jadi', 'ide', 'yang', 'muncul', 'karena', 'pesimis', 'sama', 'persoalan', 'yang', 'seolah', 'tidak', 'ada', 'abisnya', 'ini']","['sektor', 'boss', 'ekonomisosialpolitik', 'terkecuali', 'ancurancuran', 'mengakumulasi', 'kemarahan', 'salah', 'ide', 'muncul', 'pesimis', 'abisnya']",sektor boss ekonomisosialpolitik terkecuali ancurancuran mengakumulasi kemarahan salah ide muncul pesimis abisnya,-6,negative
30,2025-02-26 19:34:40+00:00,0,@a_otama Gw curiga bang jangan2 warga mesir jaman dulu pernah pake hashtag #KaburAjaDulu saking enegnya ama firaun ini,Hong Kong,0,0,0,KangHujatAparat,otama Gw curiga bang jangan warga mesir jaman dulu pernah pake hashtag  saking enegnya ama firaun ini,otama gw curiga bang jangan warga mesir jaman dulu pernah pake hashtag  saking enegnya ama firaun ini,otama saya curiga bang jangan warga mesir jaman dulu pernah pakai hashtag saking enegnya sama firaun ini,"['otama', 'saya', 'curiga', 'bang', 'jangan', 'warga', 'mesir', 'jaman', 'dulu', 'pernah', 'pakai', 'hashtag', 'saking', 'enegnya', 'sama', 'firaun', 'ini']","['otama', 'curiga', 'bang', 'warga', 'mesir', 'jaman', 'pakai', 'hashtag', 'saking', 'enegnya', 'firaun']",otama curiga bang warga mesir jaman pakai hashtag saking enegnya firaun,-5,negative
31,2025-02-26 19:31:15+00:00,0,ini kalo mau ikutan hesteg #KaburAjaDulu bawa duit gocap boleh gak si?,Pochinki,0,1,0,mickeymoots,ini kalo mau ikutan hesteg  bawa duit gocap boleh gak si,ini kalo mau ikutan hesteg  bawa duit gocap boleh gak si,ini kalau mau ikutan hesteg bawa duit gocap boleh gak si,"['ini', 'kalau', 'mau', 'ikutan', 'hesteg', 'bawa', 'duit', 'gocap', 'boleh', 'gak', 'si']","['ikutan', 'hesteg', 'bawa', 'duit', 'gocap', 'si']",ikutan hesteg bawa duit gocap si,-1,negative
32,2025-02-26 19:23:45+00:00,0,@irwndfrry pak Luhut pak @prabowo ini adalah salah satu contoh yg membuat #IndonesiaGelap mohon basmi sampai ke akarnya (kalau brani) biar setidaknya warga tidak pengen #KaburAjaDulu,,0,0,0,r3nb0l,pak Luhut pak  ini adalah salah satu contoh yg membuat  mohon basmi sampai ke akarnya kalau brani biar setidaknya warga tidak pengen,pak luhut pak  ini adalah salah satu contoh yg membuat  mohon basmi sampai ke akarnya kalau brani biar setidaknya warga tidak pengen,pak luhut pak ini adalah salah satu contoh yang membuat mohon basmi sampai ke akarnya kalau brani biar setidaknya warga tidak pengen,"['pak', 'luhut', 'pak', 'ini', 'adalah', 'salah', 'satu', 'contoh', 'yang', 'membuat', 'mohon', 'basmi', 'sampai', 'ke', 'akarnya', 'kalau', 'brani', 'biar', 'setidaknya', 'warga', 'tidak', 'pengen']","['luhut', 'salah', 'contoh', 'mohon', 'basmi', 'akarnya', 'brani', 'biar', 'warga', 'pengen']",luhut salah contoh mohon basmi akarnya brani biar warga pengen,-10,negative
